Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
85.25,TraderOne,Tick,118,128,-10,10,150100,150600,7403,47697,50697,OK
85.5,TraderOne,Tick,118,128,-10,10,150100,150600,7403,47697,50697,OK
85.766,TraderOne,Tick,118,128,-10,10,150100,150700,7403,47697,50697,OK
86.016,TraderOne,Tick,118,128,-10,10,150100,150700,7403,47697,50697,OK
86.235,TraderOne,Tick,118,128,-10,10,150100,150500,7403,47697,50697,OK
86.516,TraderOne,Tick,118,128,-10,10,150100,150500,7403,47697,50697,OK
86.782,TraderOne,Tick,118,128,-10,10,150100,150400,7403,47697,50697,OK
87.0,TraderOne,Tick,118,128,-10,10,150100,150400,7403,47697,50697,OK
87.313,TraderOne,Tick,118,128,-10,10,150100,150400,7403,47697,50697,OK
87.5,TraderOne,Tick,118,128,-10,10,150100,150400,7403,47697,50697,OK
87.782,TraderOne,Tick,118,128,-10,10,150200,150400,7403,47697,49697,OK
88.0,TraderOne,Tick,128,128,0,0,150200,150400,7703,50397,50397,OK
88.282,TraderOne,Tick,138,128,10,-10,150100,150400,8003,53097,50097,OK
88.516,TraderOne,Tick,139,128,11,-11,150200,150400,8033,53267,51067,OK
88.797,TraderOne,Tick,139,128,11,-11,150100,150400,8033,53267,49967,OK
89.047,TraderOne,Tick,139,128,11,-11,150100,150400,8033,53267,49967,OK
89.25,TraderOne,Tick,139,128,11,-11,150100,150400,8033,53267,49967,OK
89.469,TraderOne,Tick,139,128,11,-11,150100,150400,8033,53267,49967,OK
89.782,TraderOne,Tick,139,128,11,-11,150100,150400,8033,53267,49967,OK
90.047,TraderOne,Tick,139,128,11,-11,150100,150400,8033,53267,49967,OK
90.266,TraderOne,Tick,139,128,11,-11,150100,150100,8033,53267,53267,OK
90.5,TraderOne,Tick,139,128,11,-11,150100,150100,8033,53267,53267,OK
90.735,TraderOne,Tick,139,128,11,-11,150100,150200,8033,53267,52167,OK
90.954,TraderOne,Tick,139,128,11,-11,150100,150500,8033,53267,49967,OK
91.219,TraderOne,Tick,139,128,11,-11,150100,150300,8033,53267,51067,OK
91.516,TraderOne,Tick,139,128,11,-11,150100,150300,8033,53267,51067,OK
91.75,TraderOne,Tick,139,128,11,-11,150100,150300,8033,53267,51067,OK
92.016,TraderOne,Tick,139,128,11,-11,150800,150300,8033,53267,56567,OK
92.219,TraderOne,Tick,139,128,11,-11,150800,150300,8033,53267,56567,OK
92.469,TraderOne,Tick,139,128,11,-11,150800,150300,8033,53267,56567,OK
92.735,TraderOne,Tick,139,128,11,-11,150800,150300,8033,53267,56567,OK
93.047,TraderOne,Tick,139,128,11,-11,150000,150300,8033,53267,49967,OK
93.282,TraderOne,Tick,139,128,11,-11,150000,150300,8033,53267,49967,OK
93.516,TraderOne,Tick,139,128,11,-11,150000,150300,8033,53267,49967,OK
93.719,TraderOne,Tick,139,128,11,-11,150000,150300,8033,53267,49967,OK
94.016,TraderOne,Tick,139,128,11,-11,150000,150300,8033,53267,49967,OK
94.235,TraderOne,Tick,139,128,11,-11,150900,150300,8033,53267,56567,OK
94.454,TraderOne,Tick,139,128,11,-11,150000,150300,8033,53267,49967,OK
94.735,TraderOne,Tick,139,128,11,-11,150000,150300,8033,53267,49967,OK
94.954,TraderOne,Tick,139,128,11,-11,150000,150200,8033,53267,51067,OK
95.266,TraderOne,Tick,148,128,20,-20,150200,150300,8303,52097,50097,OK
95.469,TraderOne,Tick,148,128,20,-20,150200,150300,8303,52097,50097,OK
95.75,TraderOne,Tick,149,128,21,-21,150200,150300,8333,52067,49967,OK
96.032,TraderOne,Tick,149,128,21,-21,150800,150300,8333,52067,58367,OK
96.219,TraderOne,Tick,149,128,21,-21,150800,150300,8333,52067,58367,OK
96.547,TraderOne,Tick,149,128,21,-21,150800,150300,8333,52067,58367,OK
96.719,TraderOne,Tick,149,128,21,-21,150800,150300,8333,52067,58367,OK
96.985,TraderOne,Tick,149,128,21,-21,149600,150300,8333,52067,45767,OK
97.25,TraderOne,Tick,149,128,21,-21,149600,149700,8333,52067,49967,OK
97.516,TraderOne,Tick,149,128,21,-21,149600,149700,8333,52067,49967,OK
97.797,TraderOne,Tick,149,128,21,-21,149600,149700,8333,52067,49967,OK
97.985,TraderOne,Tick,149,128,21,-21,149600,149700,8333,52067,49967,OK
98.297,TraderOne,Tick,149,128,21,-21,149600,149700,8333,52067,49967,OK
98.485,TraderOne,Tick,149,128,21,-21,149600,149700,8333,52067,49967,OK
98.735,TraderOne,Tick,149,128,21,-21,149600,149700,8333,52067,49967,OK
98.969,TraderOne,Tick,149,128,21,-21,149600,149700,8333,52067,49967,OK
99.204,TraderOne,Tick,149,128,21,-21,149700,149700,8333,52067,52067,OK
99.547,TraderOne,Tick,149,128,21,-21,149700,149700,8333,52067,52067,OK
99.75,TraderOne,Tick,149,128,21,-21,149700,149700,8333,52067,52067,OK
100.0,TraderOne,Tick,149,128,21,-21,149700,149700,8333,52067,52067,OK
100.313,TraderOne,Tick,149,128,21,-21,149700,149700,8333,52067,52067,OK
100.547,TraderOne,Tick,149,128,21,-21,149700,149700,8333,52067,52067,OK
100.813,TraderOne,Tick,149,128,21,-21,149700,149700,8333,52067,52067,OK
100.969,TraderOne,Tick,149,128,21,-21,149700,149700,8333,52067,52067,OK
101.235,TraderOne,Tick,149,128,21,-21,149700,150000,8333,52067,45767,OK
101.516,TraderOne,Tick,149,128,21,-21,149700,150000,8333,52067,45767,OK
101.75,TraderOne,Tick,149,128,21,-21,149700,150000,8333,52067,45767,OK
102.0,TraderOne,Tick,149,128,21,-21,149700,150000,8333,52067,45767,OK
102.297,TraderOne,Tick,149,128,21,-21,149700,150000,8333,52067,45767,OK
102.469,TraderOne,Tick,149,128,21,-21,149700,150000,8333,52067,45767,OK
102.797,TraderOne,Tick,149,128,21,-21,149800,150000,8333,52067,47867,OK
103.0,TraderOne,Tick,149,128,21,-21,149800,150000,8333,52067,47867,OK
103.313,TraderOne,Tick,149,128,21,-21,149800,150000,8333,52067,47867,OK
103.454,TraderOne,Tick,149,128,21,-21,149800,149800,8333,52067,52067,OK
103.735,TraderOne,Tick,149,128,21,-21,149800,149800,8333,52067,52067,OK
104.016,TraderOne,Tick,149,128,21,-21,149800,149800,8333,52067,52067,OK
104.25,TraderOne,Tick,149,128,21,-21,149800,149700,8333,52067,54167,OK
104.454,TraderOne,Tick,149,149,0,0,149800,149900,8962,51438,51438,OK
104.75,TraderOne,Tick,149,149,0,0,149800,149900,8962,51438,51438,OK
104.954,TraderOne,Tick,149,149,0,0,149800,149900,8962,51438,51438,OK
105.204,TraderOne,Tick,149,149,0,0,149800,149900,8962,51438,51438,OK
105.454,TraderOne,Tick,149,149,0,0,149800,149900,8962,51438,51438,OK
105.719,TraderOne,Tick,149,149,0,0,149800,149900,8962,51438,51438,OK
105.969,TraderOne,Tick,149,149,0,0,149800,149900,8962,51438,51438,OK
106.266,TraderOne,Tick,149,149,0,0,149800,149900,8962,51438,51438,OK
106.485,TraderOne,Tick,149,149,0,0,150200,149900,8962,51438,51438,OK
106.735,TraderOne,Tick,149,149,0,0,150200,149900,8962,51438,51438,OK
107.047,TraderOne,Tick,149,149,0,0,150200,149900,8962,51438,51438,OK
107.219,TraderOne,Tick,149,149,0,0,150200,150000,8962,51438,51438,OK
107.5,TraderOne,Tick,149,149,0,0,150200,150000,8962,51438,51438,OK
107.735,TraderOne,Tick,149,149,0,0,150200,150000,8962,51438,51438,OK
107.985,TraderOne,Tick,149,149,0,0,150200,150200,8962,51438,51438,OK
108.297,TraderOne,Tick,149,149,0,0,150200,150300,8962,51438,51438,OK
108.469,TraderOne,Tick,149,149,0,0,150200,150400,8962,51438,51438,OK
108.797,TraderOne,Tick,149,149,0,0,149800,150400,8962,51438,51438,OK
109.0,TraderOne,Tick,149,149,0,0,149800,150400,8962,51438,51438,OK
109.219,TraderOne,Tick,149,149,0,0,149800,150400,8962,51438,51438,OK
109.5,TraderOne,Tick,149,149,0,0,149800,150600,8962,51438,51438,OK
109.704,TraderOne,Tick,149,149,0,0,149800,150600,8962,51438,51438,OK
110.047,TraderOne,Tick,149,149,0,0,149800,150600,8962,51438,51438,OK
110.266,TraderOne,Tick,149,149,0,0,149800,150600,8962,51438,51438,OK
110.563,TraderOne,Tick,149,149,0,0,149800,150600,8962,51438,51438,OK
110.766,TraderOne,Tick,149,149,0,0,149800,151000,8962,51438,51438,OK
111.047,TraderOne,Tick,149,149,0,0,149800,151000,8962,51438,51438,OK
111.235,TraderOne,Tick,149,149,0,0,150800,151000,8962,51438,51438,OK
111.532,TraderOne,Tick,149,149,0,0,150800,151000,8962,51438,51438,OK
111.75,TraderOne,Tick,149,149,0,0,150400,151000,8962,51438,51438,OK
112.0,TraderOne,Tick,149,149,0,0,150800,151000,8962,51438,51438,OK
112.204,TraderOne,Tick,149,149,0,0,150800,151000,8962,51438,51438,OK
112.469,TraderOne,Tick,149,149,0,0,151600,151000,8962,51438,51438,OK
112.719,TraderOne,Tick,149,149,0,0,150700,151000,8962,51438,51438,OK
113.016,TraderOne,Tick,149,149,0,0,150700,151000,8962,51438,51438,OK
113.25,TraderOne,Tick,149,149,0,0,150700,151100,8962,51438,51438,OK
113.547,TraderOne,Tick,149,149,0,0,151800,151100,8962,51438,51438,OK
113.719,TraderOne,Tick,149,149,0,0,151800,151100,8962,51438,51438,OK
114.0,TraderOne,Tick,149,149,0,0,151700,151100,8962,51438,51438,OK
114.266,TraderOne,Tick,149,149,0,0,151700,151100,8962,51438,51438,OK
114.516,TraderOne,Tick,149,149,0,0,151700,151100,8962,51438,51438,OK
114.75,TraderOne,Tick,149,149,0,0,151700,151300,8962,51438,51438,OK
115.0,TraderOne,Tick,149,149,0,0,151700,151300,8962,51438,51438,OK
115.25,TraderOne,Tick,149,149,0,0,151900,151300,8962,51438,51438,OK
115.516,TraderOne,Tick,149,149,0,0,151900,151400,8962,51438,51438,OK
115.75,TraderOne,Tick,149,149,0,0,151900,151900,8962,51438,51438,OK
116.0,TraderOne,Tick,149,149,0,0,151900,151900,8962,51438,51438,OK
116.282,TraderOne,Tick,149,149,0,0,152100,151900,8962,51438,51438,OK
116.485,TraderOne,Tick,149,149,0,0,152100,151900,8962,51438,51438,OK
116.797,TraderOne,Tick,149,149,0,0,151100,151900,8962,51438,51438,OK
117.0,TraderOne,Tick,149,149,0,0,151100,151900,8962,51438,51438,OK
117.282,TraderOne,Tick,149,149,0,0,151100,151900,8962,51438,51438,OK
117.5,TraderOne,Tick,149,149,0,0,151100,151900,8962,51438,51438,OK
117.797,TraderOne,Tick,149,149,0,0,152100,151900,8962,51438,51438,OK
117.985,TraderOne,Tick,149,149,0,0,150900,151900,8962,51438,51438,OK
118.25,TraderOne,Tick,149,149,0,0,150900,151900,8962,51438,51438,OK
118.454,TraderOne,Tick,149,149,0,0,150900,151900,8962,51438,51438,OK
118.766,TraderOne,Tick,149,149,0,0,150900,151900,8962,51438,51438,OK
119.0,TraderOne,Tick,149,149,0,0,150800,151900,8962,51438,51438,OK
119.25,TraderOne,Tick,149,149,0,0,150800,151900,8962,51438,51438,OK
119.469,TraderOne,Tick,149,149,0,0,150800,151400,8962,51438,51438,OK
119.75,TraderOne,Tick,149,149,0,0,150800,151400,8962,51438,51438,OK
120.047,TraderOne,Tick,149,149,0,0,150800,151400,8962,51438,51438,OK
120.282,TraderOne,Tick,149,149,0,0,150800,151800,8962,51438,51438,OK
120.5,TraderOne,Tick,149,149,0,0,150800,151800,8962,51438,51438,OK
120.797,TraderOne,Tick,149,149,0,0,150800,151800,8962,51438,51438,OK
121.032,TraderOne,Tick,149,149,0,0,150800,151800,8962,51438,51438,OK
121.25,TraderOne,Tick,149,149,0,0,150800,152000,8962,51438,51438,OK
121.5,TraderOne,Tick,149,149,0,0,150800,151800,8962,51438,51438,OK
121.75,TraderOne,Tick,149,149,0,0,150800,152100,8962,51438,51438,OK
122.047,TraderOne,Tick,149,149,0,0,152100,152100,8962,51438,51438,OK
122.219,TraderOne,Tick,149,149,0,0,151500,152100,8962,51438,51438,OK
122.547,TraderOne,Tick,149,149,0,0,151500,152000,8962,51438,51438,OK
122.766,TraderOne,Tick,149,149,0,0,151500,152000,8962,51438,51438,OK
122.969,TraderOne,Tick,149,149,0,0,151500,152000,8962,51438,51438,OK
123.313,TraderOne,Tick,149,149,0,0,152200,152000,8962,51438,51438,OK
123.5,TraderOne,Tick,149,149,0,0,152200,152000,8962,51438,51438,OK
123.75,TraderOne,Tick,149,149,0,0,151400,152000,8962,51438,51438,OK
124.016,TraderOne,Tick,149,149,0,0,151400,152000,8962,51438,51438,OK
124.266,TraderOne,Tick,149,149,0,0,151400,152000,8962,51438,51438,OK
124.532,TraderOne,Tick,149,149,0,0,151400,151300,8962,51438,51438,OK
124.766,TraderOne,Tick,149,149,0,0,151400,151300,8962,51438,51438,OK
124.954,TraderOne,Tick,149,149,0,0,151400,151600,8962,51438,51438,OK
125.282,TraderOne,Tick,149,149,0,0,151400,151900,8962,51438,51438,OK
125.547,TraderOne,Tick,149,149,0,0,151400,151900,8962,51438,51438,OK
125.797,TraderOne,Tick,149,149,0,0,151400,152100,8962,51438,51438,OK
125.969,TraderOne,Tick,149,149,0,0,151400,152100,8962,51438,51438,OK
126.297,TraderOne,Tick,149,149,0,0,151400,151800,8962,51438,51438,OK
126.454,TraderOne,Tick,149,149,0,0,151400,151800,8962,51438,51438,OK
126.735,TraderOne,Tick,149,149,0,0,151400,151800,8962,51438,51438,OK
127.047,TraderOne,Tick,149,149,0,0,151400,151800,8962,51438,51438,OK
127.266,TraderOne,Tick,149,149,0,0,151700,151800,8962,51438,51438,OK
127.5,TraderOne,Tick,149,149,0,0,151700,151800,8962,51438,51438,OK
127.797,TraderOne,Tick,149,149,0,0,151700,151800,8962,51438,51438,OK
128.016,TraderOne,Tick,149,149,0,0,151700,151800,8962,51438,51438,OK
128.266,TraderOne,Tick,149,149,0,0,151700,151800,8962,51438,51438,OK
128.454,TraderOne,Tick,149,149,0,0,151700,151800,8962,51438,51438,OK
128.782,TraderOne,Tick,149,149,0,0,151800,151800,8962,51438,51438,OK
128.954,TraderOne,Tick,149,149,0,0,151800,151800,8962,51438,51438,OK
129.282,TraderOne,Tick,149,149,0,0,151600,151800,8962,51438,51438,OK
129.469,TraderOne,Tick,159,149,10,-10,151600,151800,9265,55135,53135,OK
129.75,TraderOne,Tick,159,149,10,-10,151600,152100,9265,55135,52135,OK
129.985,TraderOne,Tick,159,149,10,-10,151800,152100,9265,55135,52135,OK
130.282,TraderOne,Tick,159,149,10,-10,151800,152100,9265,55135,52135,OK
130.547,TraderOne,Tick,159,149,10,-10,151800,152100,9265,55135,52135,OK
130.704,TraderOne,Tick,159,149,10,-10,151800,152100,9265,55135,52135,OK
131.047,TraderOne,Tick,159,149,10,-10,152000,152100,9265,55135,54135,OK
131.235,TraderOne,Tick,159,149,10,-10,152000,152100,9265,55135,54135,OK
131.547,TraderOne,Tick,159,149,10,-10,152000,152100,9265,55135,54135,OK
131.735,TraderOne,Tick,159,149,10,-10,152000,152900,9265,55135,52135,OK
131.969,TraderOne,Tick,169,149,20,-20,152200,152900,9569,61831,55831,OK
132.219,TraderOne,Tick,169,149,20,-20,152200,152900,9569,61831,55831,OK
132.516,TraderOne,Tick,169,149,20,-20,152200,152700,9569,61831,55831,OK
132.75,TraderOne,Tick,169,149,20,-20,152200,152700,9569,61831,55831,OK
133.016,TraderOne,Tick,169,149,20,-20,152500,152800,9569,61831,55831,OK
133.219,TraderOne,Tick,169,149,20,-20,152500,152800,9569,61831,55831,OK
133.547,TraderOne,Tick,169,149,20,-20,152500,152800,9569,61831,55831,OK
133.735,TraderOne,Tick,169,149,20,-20,152500,152900,9569,61831,55831,OK
134.032,TraderOne,Tick,169,149,20,-20,152600,152900,9569,61831,55831,OK
134.235,TraderOne,Tick,169,149,20,-20,152600,152400,9569,61831,65831,OK
134.5,TraderOne,Tick,169,169,0,0,152700,152400,10177,55223,55223,OK
134.719,TraderOne,Tick,169,169,0,0,152700,152300,10177,55223,55223,OK
135.032,TraderOne,Tick,169,169,0,0,151600,152300,10177,55223,55223,OK
135.297,TraderOne,Tick,169,169,0,0,151600,152100,10177,55223,55223,OK
135.5,TraderOne,Tick,169,169,0,0,151600,152100,10177,55223,55223,OK
135.719,TraderOne,Tick,169,179,-10,10,152100,152100,10481,54919,54919,OK
135.969,TraderOne,Tick,169,179,-10,10,152100,152100,10481,54919,54919,OK
136.204,TraderOne,Tick,169,179,-10,10,152100,151700,10481,54919,51919,OK
136.454,TraderOne,Tick,169,189,-20,20,152100,151700,10785,58615,52615,OK
136.782,TraderOne,Tick,169,189,-20,20,152100,151700,10785,58615,52615,OK
137.032,TraderOne,Tick,169,189,-20,20,152100,151700,10785,58615,52615,OK
137.204,TraderOne,Tick,169,189,-20,20,152100,151700,10785,58615,52615,OK
137.469,TraderOne,Tick,169,189,-20,20,151400,151700,10785,58615,64615,OK
137.797,TraderOne,Tick,169,189,-20,20,152200,151500,10785,58615,52615,OK
137.985,TraderOne,Tick,169,189,-20,20,152200,151300,10785,58615,52615,OK
138.25,TraderOne,Tick,169,189,-20,20,152200,151200,10785,58615,52615,OK
138.438,TraderOne,Tick,169,189,-20,20,152200,151200,10785,58615,52615,OK
138.719,TraderOne,Tick,169,189,-20,20,151200,151200,10785,58615,58615,OK
139.032,TraderOne,Tick,169,189,-20,20,151200,151200,10785,58615,58615,OK
139.25,TraderOne,Tick,169,189,-20,20,151200,151200,10785,58615,58615,OK
139.5,TraderOne,Tick,169,189,-20,20,151200,151000,10785,58615,54615,OK
139.719,TraderOne,Tick,169,189,-20,20,151200,151000,10785,58615,54615,OK
140.063,TraderOne,Tick,169,189,-20,20,151200,151000,10785,58615,54615,OK
140.219,TraderOne,Tick,169,189,-20,20,151200,151000,10785,58615,54615,OK
140.547,TraderOne,Tick,169,189,-20,20,151200,151000,10785,58615,54615,OK
140.735,TraderOne,Tick,169,189,-20,20,151200,150900,10785,58615,52615,OK
141.0,TraderOne,Tick,169,189,-20,20,151200,151000,10785,58615,54615,OK
141.235,TraderOne,Tick,169,189,-20,20,151400,150900,10785,58615,52615,OK
141.516,TraderOne,Tick,169,189,-20,20,151400,150900,10785,58615,52615,OK
141.704,TraderOne,Tick,169,189,-20,20,151400,150900,10785,58615,52615,OK
142.0,TraderOne,Tick,169,189,-20,20,151600,151100,10785,58615,52615,OK
142.204,TraderOne,Tick,169,189,-20,20,151600,151100,10785,58615,52615,OK
142.547,TraderOne,Tick,169,189,-20,20,151600,151100,10785,58615,52615,OK
142.782,TraderOne,Tick,169,189,-20,20,151600,151100,10785,58615,52615,OK
142.985,TraderOne,Tick,169,189,-20,20,151600,151100,10785,58615,52615,OK
143.266,TraderOne,Tick,169,189,-20,20,151600,151100,10785,58615,52615,OK
143.5,TraderOne,Tick,169,189,-20,20,151600,150800,10785,58615,52615,OK
143.797,TraderOne,Tick,169,189,-20,20,151600,150900,10785,58615,52615,OK
143.985,TraderOne,Tick,169,189,-20,20,151200,150700,10785,58615,52615,OK
144.266,TraderOne,Tick,169,189,-20,20,151200,150700,10785,58615,52615,OK
144.469,TraderOne,Tick,169,189,-20,20,151200,150700,10785,58615,52615,OK
144.766,TraderOne,Tick,169,189,-20,20,151200,150700,10785,58615,52615,OK
145.016,TraderOne,Tick,169,189,-20,20,151200,150700,10785,58615,52615,OK
145.266,TraderOne,Tick,169,189,-20,20,151200,150500,10785,58615,52615,OK
145.454,TraderOne,Tick,169,189,-20,20,151100,150500,10785,58615,52615,OK
145.782,TraderOne,Tick,169,189,-20,20,151000,150400,10785,58615,52615,OK
146.0,TraderOne,Tick,169,189,-20,20,151000,150400,10785,58615,52615,OK
146.25,TraderOne,Tick,169,189,-20,20,151000,150400,10785,58615,52615,OK
146.532,TraderOne,Tick,169,189,-20,20,150900,150400,10785,58615,52615,OK
146.766,TraderOne,Tick,169,189,-20,20,150900,150400,10785,58615,52615,OK
146.969,TraderOne,Tick,169,189,-20,20,150900,150400,10785,58615,52615,OK
147.204,TraderOne,Tick,169,189,-20,20,150900,150400,10785,58615,52615,OK
147.469,TraderOne,Tick,169,189,-20,20,150900,150400,10785,58615,52615,OK
147.75,TraderOne,Tick,169,189,-20,20,150800,150300,10785,58615,52615,OK
148.047,TraderOne,Tick,169,189,-20,20,150700,150300,10785,58615,52615,OK
148.204,TraderOne,Tick,169,189,-20,20,150700,150300,10785,58615,52615,OK
148.454,TraderOne,Tick,169,189,-20,20,150800,150300,10785,58615,52615,OK
148.704,TraderOne,Tick,169,189,-20,20,150800,150300,10785,58615,52615,OK
148.969,TraderOne,Tick,189,189,0,0,150700,150300,11388,50012,50012,OK
149.25,TraderOne,Tick,189,189,0,0,151000,150500,11388,50012,50012,OK
149.5,TraderOne,Tick,189,189,0,0,150400,150500,11388,50012,50012,OK
149.735,TraderOne,Tick,189,189,0,0,150400,150500,11388,50012,50012,OK
149.985,TraderOne,Tick,189,189,0,0,150400,150500,11388,50012,50012,OK
150.297,TraderOne,Tick,189,189,0,0,150400,150500,11388,50012,50012,OK
150.532,TraderOne,Tick,189,189,0,0,150400,150200,11388,50012,50012,OK
150.797,TraderOne,Tick,189,189,0,0,150400,150200,11388,50012,50012,OK
151.0,TraderOne,Tick,189,189,0,0,150400,150200,11388,50012,50012,OK
151.266,TraderOne,Tick,189,189,0,0,150400,150000,11388,50012,50012,OK
151.547,TraderOne,Tick,189,189,0,0,150600,150000,11388,50012,50012,OK
151.766,TraderOne,Tick,189,189,0,0,150600,150000,11388,50012,50012,OK
152.032,TraderOne,Tick,189,189,0,0,150100,150500,11388,50012,50012,OK
152.25,TraderOne,Tick,189,189,0,0,150100,150500,11388,50012,50012,OK
152.547,TraderOne,Tick,189,189,0,0,150100,150500,11388,50012,50012,OK
152.704,TraderOne,Tick,189,189,0,0,150100,150300,11388,50012,50012,OK
153.0,TraderOne,Tick,189,189,0,0,150100,150300,11388,50012,50012,OK
153.313,TraderOne,Tick,189,189,0,0,150100,150300,11388,50012,50012,OK
153.454,TraderOne,Tick,189,189,0,0,150100,150300,11388,50012,50012,OK
153.797,TraderOne,Tick,189,189,0,0,150100,150300,11388,50012,50012,OK
154.047,TraderOne,Tick,199,189,10,-10,150300,150300,11689,50711,50711,OK
154.204,TraderOne,Tick,208,189,19,-19,150300,150300,11960,51340,51340,OK
154.485,TraderOne,Tick,208,189,19,-19,150300,150300,11960,51340,51340,OK
154.766,TraderOne,Tick,208,189,19,-19,150300,150800,11960,51340,45640,OK
155.032,TraderOne,Tick,208,189,19,-19,151400,150800,11960,51340,57040,OK
155.204,TraderOne,Tick,208,189,19,-19,151400,150800,11960,51340,57040,OK
155.454,TraderOne,Tick,208,208,0,0,150200,150700,12535,60265,60265,OK
155.782,TraderOne,Tick,208,208,0,0,150200,150600,12535,60265,60265,OK
156.032,TraderOne,Tick,208,208,0,0,150200,150600,12535,60265,60265,OK
156.297,TraderOne,Tick,208,208,0,0,150000,150400,12535,60265,60265,OK
156.532,TraderOne,Tick,208,208,0,0,150000,150400,12535,60265,60265,OK
156.766,TraderOne,Tick,208,208,0,0,150000,150400,12535,60265,60265,OK
156.969,TraderOne,Tick,208,208,0,0,150000,150400,12535,60265,60265,OK
157.235,TraderOne,Tick,208,208,0,0,150000,150400,12535,60265,60265,OK
157.454,TraderOne,Tick,208,208,0,0,150000,150400,12535,60265,60265,OK
157.719,TraderOne,Tick,208,208,0,0,150000,150400,12535,60265,60265,OK
158.0,TraderOne,Tick,208,218,-10,10,150800,150200,12837,63963,60963,OK
158.235,TraderOne,Tick,208,228,-20,20,150500,150000,13139,69661,63661,OK
158.469,TraderOne,Tick,208,228,-20,20,150500,149900,13139,69661,63661,OK
158.782,TraderOne,Tick,208,228,-20,20,150500,149900,13139,69661,63661,OK
158.969,TraderOne,Tick,208,228,-20,20,150500,149900,13139,69661,63661,OK
159.266,TraderOne,Tick,208,228,-20,20,150000,149900,13139,69661,67661,OK
159.516,TraderOne,Tick,208,228,-20,20,150000,149900,13139,69661,67661,OK
159.766,TraderOne,Tick,208,228,-20,20,150000,149900,13139,69661,67661,OK
159.954,TraderOne,Tick,208,228,-20,20,150000,149900,13139,69661,67661,OK
160.297,TraderOne,Tick,208,228,-20,20,150000,149800,13139,69661,65661,OK
160.454,TraderOne,Tick,208,228,-20,20,150200,149800,13139,69661,63661,OK
160.797,TraderOne,Tick,208,228,-20,20,150000,149800,13139,69661,65661,OK
161.0,TraderOne,Tick,208,228,-20,20,150000,149800,13139,69661,65661,OK
161.266,TraderOne,Tick,208,228,-20,20,150000,149800,13139,69661,65661,OK
161.547,TraderOne,Tick,208,228,-20,20,150000,149800,13139,69661,65661,OK
161.766,TraderOne,Tick,208,228,-20,20,150000,149800,13139,69661,65661,OK
161.985,TraderOne,Tick,208,228,-20,20,150000,149800,13139,69661,65661,OK
162.25,TraderOne,Tick,208,228,-20,20,150000,149700,13139,69661,65661,OK
162.516,TraderOne,Tick,208,228,-20,20,150000,149700,13139,69661,65661,OK
162.797,TraderOne,Tick,208,228,-20,20,150000,149700,13139,69661,65661,OK
163.032,TraderOne,Tick,208,228,-20,20,150000,149700,13139,69661,65661,OK
163.282,TraderOne,Tick,208,228,-20,20,150000,149700,13139,69661,65661,OK
163.5,TraderOne,Tick,208,228,-20,20,150000,149700,13139,69661,65661,OK
163.735,TraderOne,Tick,208,228,-20,20,150000,149700,13139,69661,65661,OK
163.985,TraderOne,Tick,208,228,-20,20,150000,149600,13139,69661,65661,OK
164.235,TraderOne,Tick,208,228,-20,20,150000,149600,13139,69661,65661,OK
164.547,TraderOne,Tick,208,228,-20,20,150000,149600,13139,69661,65661,OK
164.75,TraderOne,Tick,208,238,-30,30,150000,149600,13439,74361,68361,OK
165.016,TraderOne,Tick,208,238,-30,30,150000,149300,13439,74361,68361,OK
165.282,TraderOne,Tick,208,248,-40,40,149900,149200,13739,80061,72061,OK
165.5,TraderOne,Tick,208,248,-40,40,149900,149200,13739,80061,72061,OK
165.766,TraderOne,Tick,208,248,-40,40,149600,149200,13739,80061,72061,OK
166.047,TraderOne,Tick,208,248,-40,40,149800,149200,13739,80061,72061,OK
166.219,TraderOne,Tick,208,248,-40,40,149800,149200,13739,80061,72061,OK
166.469,TraderOne,Tick,208,248,-40,40,149800,149200,13739,80061,72061,OK
166.75,TraderOne,Tick,208,248,-40,40,149600,149300,13739,80061,72061,OK
167.016,TraderOne,Tick,208,248,-40,40,149600,149300,13739,80061,72061,OK
167.266,TraderOne,Tick,208,248,-40,40,149500,149000,13739,80061,72061,OK
167.485,TraderOne,Tick,208,248,-40,40,149500,149000,13739,80061,72061,OK
167.704,TraderOne,Tick,208,248,-40,40,149500,148900,13739,80061,72061,OK
168.0,TraderOne,Tick,208,248,-40,40,149400,148700,13739,80061,72061,OK
168.297,TraderOne,Tick,208,248,-40,40,149300,148800,13739,80061,72061,OK
168.516,TraderOne,Tick,208,248,-40,40,149200,148800,13739,80061,72061,OK
168.782,TraderOne,Tick,208,248,-40,40,149200,148600,13739,80061,72061,OK
168.954,TraderOne,Tick,208,248,-40,40,149200,148600,13739,80061,72061,OK
169.282,TraderOne,Tick,208,248,-40,40,149200,148700,13739,80061,72061,OK
169.516,TraderOne,Tick,208,248,-40,40,149200,149000,13739,80061,72061,OK
169.782,TraderOne,Tick,208,248,-40,40,148800,149000,13739,80061,88061,OK
170.032,TraderOne,Tick,208,248,-40,40,148800,149000,13739,80061,88061,OK
170.297,TraderOne,Tick,208,248,-40,40,148800,149000,13739,80061,88061,OK
170.454,TraderOne,Tick,208,248,-40,40,148800,149000,13739,80061,88061,OK
